,created_at,pos_score,neu_score,neg_score,compound
61,2020-07-01,0.0804036816660478,0.8879788025288254,0.03161652411057403,0.16103751084665688
62,2020-07-02,0.08455446651756421,0.8773585712406365,0.03809794763846859,0.15750699250097971
63,2020-07-03,0.09139108038498084,0.8727504405584963,0.03586363020197888,0.18981468076453867
64,2020-07-04,0.09776583276989007,0.8699819697994124,0.032241379310344875,0.2110698895650216
65,2020-07-05,0.08813667711598755,0.8855640543364689,0.026305329153604975,0.19980292580982165
66,2020-07-06,0.0863346237770115,0.8823429999295913,0.03132357288660525,0.1727493277961556
67,2020-07-07,0.0818244180768982,0.8820140050573818,0.036161641703948644,0.1506351941904932
68,2020-07-08,0.088098316237662,0.8778914263595817,0.03400838655570611,0.1688561834720329
69,2020-07-09,0.08655319807002412,0.8782539279970294,0.03518860571569958,0.15889171718421188
70,2020-07-10,0.09362222772890665,0.8740079915747726,0.032369594845744115,0.19057704125882607
71,2020-07-11,0.08244149863081938,0.8882839183470208,0.02926910629823257,0.1740965521533462
72,2020-07-12,0.07995275167785257,0.8921712751677797,0.027864697986577286,0.17309323489933
73,2020-07-13,0.08236651631175962,0.8854834784433043,0.032140564355397166,0.15940142137836744
74,2020-07-14,0.08538309435707647,0.8783543015726175,0.03626699814986145,0.1560863436632723
75,2020-07-15,0.10710921951804513,0.8532379211125773,0.03965112096870875,0.22337844982615748
76,2020-07-16,0.0853544276916547,0.8806717632901532,0.03397373823175471,0.16939944786578787
